DisplayName (class=java.lang.String)
2951360 = Peptidase
2952690 = H%2B
2949049 = 1.3.8.1
2937071 = 4.1.1.28
2937056 = indolepropionate
c_1-stearoyl-2-linoleoyl-GPE+%2818%3A0%2F18%3A2%29* = 1-stearoyl-2-linoleoyl-GPE+%2818%3A0%2F18%3A2%29*
2937057 = 1.2.1.32
2937051 = skatole+sulfate
2937052 = Microbiome
2937053 = indolelactate
2950029 = 1.1.1.181
2937058 = H%2B
2950025 = H2O
2951356 = H%2B
2950024 = H%2B
2951355 = tyramine
2952689 = 1.1.1.19
2951358 = CO2
2952686 = NADP%2B
2950026 = CoA
2951357 = PLP
2952687 = H%2B
2949032 = H2O
2951352 = NAD%2B
2949031 = 19-oxotestosterone
2950020 = carnitine
2951351 = NADH
2952685 = NADPH
2949030 = 1.14.14.1
2950023 = 3.1.2.27
2951354 = Microbiome
2950022 = tiglyl+carnitine
2951353 = NH3
2952683 = 1.5.1.21
2949036 = FADH2
2952680 = acp
2949035 = O2
2952681 = H2O
2949034 = 19-hydroxytestosterone
2951350 = H2O
2949033 = FAD
2949039 = NADH
2949038 = H%2B
2949037 = 1.2.1.3
2937087 = rubredoxin+Fe-S+center
2937088 = H%2B
2937083 = 1.13.11.6
2937085 = Fe2%2B
2937086 = O2
c_cis-4-decenoylcarnitine+%28C10%3A1%29 = cis-4-decenoylcarnitine+%28C10%3A1%29
2949072 = Pi
2950058 = 1.1.1.35
2951389 = choline+phosphate
2949071 = ADP
2951388 = 2.7.1.32
2949070 = ATP
2934813 = UDP
2949065 = 1-methylnicotinamide
2950054 = ADP
2934814 = 4.1.1.34
2949064 = H%2B
2949063 = N1-methyl-+2-pyridone-+5-carboxamide
2950056 = erythro-sphingosine-+1-phosphate
2951387 = H2O
2949062 = H2O
2950055 = ATP
2951386 = NADPH
2934817 = xylulose
2949069 = anserine
2950050 = coproporphyrinogen+I
2951381 = NADP%2B
2934818 = CO2
2951380 = 1.14.13.100
2934815 = H%2B
2949067 = beta-alanine
2950052 = 2.7.1.91
2951383 = O2
2949066 = 6.3.2.11
2950051 = coproporphyrin+I
2951382 = H%2B
2937090 = TRYPTOPHAN+METABOLISM
c_serine = serine
2934819 = 2.7.7.12
2937093 = Lysine+Catabolism
c_androsterone+glucuronide = androsterone+glucuronide
2937076 = 3-indoxyl+sulfate
c_orotidine = orotidine
2937078 = 4.1.1.28
2937072 = CO2
c_1%2C7-dimethylurate = 1%2C7-dimethylurate
c_1-behenoyl-GPC+%2822%3A0%29 = 1-behenoyl-GPC+%2822%3A0%29
2937075 = SULF
2949061 = H2O2
2950047 = coenzyme+B12
2951378 = H2O
2949060 = %5B2Fe-2S%5D
2950046 = succinyl+CoA
2950049 = ROS
2950043 = lipoxin+B4
2951374 = Pi
2934803 = H2O
2949053 = 4.2.1.11
2950042 = 3.3.2.-
2951373 = GDP
2934800 = UDP-glucose
2949052 = FAD
2950045 = 5.4.99.2
2951376 = 4.2.1.17
2934801 = 3.1.1.25
2951375 = GDP-mannose
2949058 = 1.2.3.1
2951370 = gamma-muricholate
2934807 = sialic+acid
2949057 = Mg2%2B
2949056 = H2O
2950041 = deoxycarnitine
2934805 = 5.3.3.-
2949055 = 2-phosphoglycerate
2950040 = 4-N-trimethylamino-+butyraldehyde
2951371 = 2.7.7.22
c_perfluorooctanesulfonic+acid+%28PFOS%29 = perfluorooctanesulfonic+acid+%28PFOS%29
2934808 = 6%27-sialyllactose
2937081 = CO2
2934809 = 2.4.1.22
2937082 = H%2B
2949059 = O2
2949090 = 3.5.1.92
c_sarcosine = sarcosine
2949094 = pantetheine
2934832 = H%2B
2949093 = cysteamine
2950079 = 1.3.1.3
2949092 = H2O
2949091 = pantothenate
c_Unknown+-+23680 = Unknown+-+23680
2934835 = PPi
2950076 = ATP
2934836 = H%2B
2949086 = Microbiome
2950075 = ADP
2934833 = 2.7.7.9
2949085 = H%2B
2934834 = Mg2%2B
2949084 = NAD%2B
2934839 = UTP
2950072 = %28R%29-methylmalonyl-CoA
2950071 = CoA
2949089 = glycine
2950074 = 2.7.1.74
2950073 = methylmalonate
2950070 = 3.1.2.20
2937099 = Nicotinate+And+Nicotinamide+Metabolism
c_3-hydroxyadipate* = 3-hydroxyadipate*
2937096 = picolinate
2934820 = glucose+1-phosphate
2949083 = NADH
2950069 = Pi
2934821 = Zn2%2B
2949082 = UDP-+glucuronate
2950068 = ADP
2951399 = CoA
2949080 = 1.1.1.22
2934824 = Fe2%2B
2949076 = NH3
2950065 = H%2B
2949075 = H2O2
2950064 = H2O
2951395 = 2.3.1.16
2949074 = O2
2950067 = ATP
2949073 = 1.4.3.4
2934828 = Mg2%2B
2950061 = 2.7.9.2
2951392 = ATP
2934829 = ATP
2949079 = Indole-3-acetaldehyde
2951391 = ADP
2934826 = 2.7.1.6
2949078 = tryptamine
2950063 = Mg2%2B
2951394 = choline
c_oleate%2Fvaccenate+%2818%3A1%29 = oleate%2Fvaccenate+%2818%3A1%29
2934827 = ADP
2949077 = H2O
2950062 = pyruvate
2951393 = H%2B
2951390 = Mg2%2B
c_Unknown+-+23666 = Unknown+-+23666
2934853 = 1.1.1.103
2934854 = NADH
2934857 = 2-amino-3-oxobutanoate
2950098 = H2O
2934858 = threonine
2934855 = H%2B
2934856 = NAD%2B
2950099 = H2O2
2950094 = Pi
2934859 = 5.4.2.11
2950096 = O2
c_Unknown+-+23665 = Unknown+-+23665
2950095 = 1.2.3.1
2950090 = 3.1.3.23
c_1-stearoyl-2-meadoyl-GPC+%2818%3A0%2F20%3A3n9%29* = 1-stearoyl-2-meadoyl-GPC+%2818%3A0%2F20%3A3n9%29*
2950092 = H2O
2950091 = erythrose
2934843 = Glycolysis
2934840 = GALACTOSE+METABOLISM
c_2-hydroxyhippurate+%28salicylurate%29 = 2-hydroxyhippurate+%28salicylurate%29
2934846 = Pentose+Phosphate+Pathway
2949098 = PPi
2950087 = pyridoxamine
2949097 = DNA
2950086 = pyridoxamine+phosphate
2949096 = dTTP
2950089 = H2O
2949095 = 2.7.7.7
2950088 = Pi
2950083 = H%2B
2950082 = NADPH
2934848 = Glycogen+Metabolism
2950085 = 3.1.3.74
2949099 = 1.14.13.15
2950084 = 5b-dihydrotestosterone
c_5-hydroxylysine = 5-hydroxylysine
2950081 = testosterone
2950080 = NADP%2B
2752288 = ADP
2752289 = 2.7.1.33
2951407 = 2.3.1.14
2952738 = 1.11.1.8
2951409 = CoA
2952737 = 15-deoxy+delta-12%2C14-prostaglandin+J2
2951406 = NAD%2B
2952734 = UDP-glucuronate
2788120 = Phenylalanine+Tyrosine+Metabolism
2951405 = H%2B
2952735 = 5.3.3.-
2951400 = acetyl+CoA
2952732 = UDP
2952733 = 2-methoxyestrone+3-glucuronide
2951402 = NADH
2952730 = 2.4.1.17
2951401 = 3-b-HSD+%2F+SDI
2952731 = 2-methoxyestrone
c_N-acetylhistidine = N-acetylhistidine
c_Unknown+-+11787 = Unknown+-+11787
2752284 = ATP
2752285 = coenzyme+A
c_Unknown+-+10458 = Unknown+-+10458
2752287 = H%2B
2752280 = ROS
c_3-indoxyl+sulfate = 3-indoxyl+sulfate
2752282 = pantethine
2752283 = 2.7.1.24
2952727 = ADP
c_Unknown+-+11795 = Unknown+-+11795
c_1-palmitoyl-2-oleoyl-GPI+%2816%3A0%2F18%3A1%29* = 1-palmitoyl-2-oleoyl-GPI+%2816%3A0%2F18%3A1%29*
2952725 = ATP
2952726 = H%2B
c_phosphatidylcholine+%2818%3A0%2F20%3A5%2C+16%3A0%2F22%3A5n6%29* = phosphatidylcholine+%2818%3A0%2F20%3A5%2C+16%3A0%2F22%3A5n6%29*
2952723 = 2.7.1.11
2952724 = Mg2%2B
2952721 = SAH
2952722 = SAM
c_7-alpha-hydroxy-3-oxo-4-cholestenoate+%287-Hoca%29 = 7-alpha-hydroxy-3-oxo-4-cholestenoate+%287-Hoca%29
2752295 = Mg2%2B
2752296 = H%2B
2752297 = ATP
2752292 = Pi
2752293 = 2.7.1.33
2752294 = ADP
c_indole-3-carboxylic+acid = indole-3-carboxylic+acid
2752266 = 4%27-phosphopantothenoyl-cysteine
2752267 = H%2B
2752268 = FMN
2752269 = CO2
2951426 = glutamate
2951425 = leukotriene+F4
2951428 = 6.4.1.2
2952756 = ATP
2952757 = ADP
2952754 = H%2B
2951421 = NADH
2952755 = Pi
2951424 = H2O
2952752 = PPi
2951423 = 2.3.2.-
2952753 = H2O
c_tricosanoyl+sphingomyelin+%28d18%3A1%2F23%3A0%29* = tricosanoyl+sphingomyelin+%28d18%3A1%2F23%3A0%29*
2952750 = 6.3.4.21
2951420 = Zn2%2B
2949102 = 5.1.99.4
2949101 = +
2949100 = +
2752262 = ATP
2752263 = Mg2%2B
2949105 = 2.7.4.6
2752264 = H%2B
2949104 = +
2752265 = 4.1.1.36
2949103 = +
c_1-oleoyl-GPE+%2818%3A1%29 = 1-oleoyl-GPE+%2818%3A1%29
2949109 = H2O
2752260 = dephospho-+coenzyme+A
2949108 = 1.14.15.6
2752261 = PPi
2752277 = Mg2%2B
2951419 = H%2B
2752278 = 4%27-phosphopantothenate
2951418 = NAD%2B
2752279 = CTP%2FATP
2952749 = NAD%2B
2952748 = NADH
2952745 = 1.1.1.141
c_5-%28galactosylhydroxy%29-L-lysine = 5-%28galactosylhydroxy%29-L-lysine
2951416 = 1.1.1.1
2951411 = H%2B
2952743 = dehydroalanine
2951410 = glutamine
2952744 = thyroxine+%28T4%29
2951413 = 5.3.3.2
2952741 = H2O2
2951412 = phenylacetylglutamine
2952742 = 3%2C5-diiodo-L-tyrosine
2952740 = H2O
c_gamma-glutamylglycine = gamma-glutamylglycine
2752273 = PPi
2752274 = H%2B
2752275 = cysteine
2752271 = 6.3.2.5
2752272 = 5%27-CMP%2F5%27AMP
2951448 = CoA
2950116 = NADH
2951447 = H2O
2950119 = Pi
2952778 = H2O
2950118 = 3.6.3.14
2951449 = 4.6.1.2
2952779 = 2.7.1.52
2950113 = 3-ketoacyl-CoA
2951444 = 3.1.2.2
c_umbelliferone+sulfate = umbelliferone+sulfate
2950112 = 1.1.1.211
2952777 = Pi
2950115 = H%2B
2951446 = Medium-chain+3-hydroxy+dicarboxylate+fatty+acid
2952774 = 3.1.3.13
2950114 = NAD%2B
2949120 = NADPH
2951440 = ATP
2952773 = Mg%2B%2B
2950111 = stearate+%2818%3A0%29
2951442 = dephospho-+coenzyme+A
2952770 = ATP
2950110 = stearoyl-CoA
2951441 = H%2B
2949124 = 4-methoxybenzoate
2949123 = 1.14.99.15
2949122 = prostaglandin+F2alpha
2949121 = NADP%2B
2949128 = 3.1.3.64
2949127 = O2
2949125 = H2O
c_1-palmitoyl-2-arachidonoyl-GPE+%2816%3A0%2F20%3A4%29* = 1-palmitoyl-2-arachidonoyl-GPE+%2816%3A0%2F20%3A4%29*
2949129 = inositol+2-monophosphate
2752259 = phosphopantetheine
2752255 = cysteamine
2752256 = pantetheine
2950109 = CoA
2752257 = pantothenate
2752258 = 2.7.7.3
2950106 = H2O
2951437 = 2.7.7.3
2952769 = ADP
c_alpha-ketoglutarate = alpha-ketoglutarate
2950105 = Mn2%2B
2951436 = ATP
2950108 = 3.1.2.2
2951439 = Mg2%2B
2952767 = H2O
2950107 = ornithine
2951438 = PPi
2952768 = 2.7.2.3
2950102 = urea
2951433 = bicarbonate
2952765 = FADH2
2950101 = 3.5.3.1
2951432 = ADP
2952766 = FAD
2951435 = biotin
2952763 = O2
c_Unknown+-+23739 = Unknown+-+23739
2950103 = Co2%2B
2952764 = formate
2951431 = Pi
2951430 = H%2B
2952760 = 1.14.14.1
c_21-hydroxypregnenolone+disulfate = 21-hydroxypregnenolone+disulfate
2949113 = O2
2949112 = reduced+adrenal+ferredoxin
2949111 = 20alpha-hydroxy+cholesterol
2949110 = oxidized+adrenal+ferredoxin
2949117 = SDKVDXSXA
2949116 = DSDKVDXSXAR
2752253 = 3.5.1.92
2949115 = Peptidase
2752254 = H2O
c_O-acetylhomoserine = O-acetylhomoserine
2949119 = prostaglandin+D2
2949118 = 1.1.1.188
2950139 = protoporphyrin+IX
2950138 = H2O2
2950135 = 1.3.3.4
2952798 = NADH
2950134 = 3%27-phosphoadenylyl+sulfate
2951465 = 2.3.1.51
2952799 = NAD%2B
2950137 = FAD
2952796 = 1.1.1.21
2950136 = O2
2951467 = CoA
2952797 = 1%2C2-propanediol
2949142 = NAD%28P%29%2B
2950131 = DHEA+sulfate
2951462 = NAD%2B
2950130 = 2.8.2.2
2951461 = NADH
2949140 = 1.1.1.45
2950133 = A-3%27%2C5%27-PP
2952792 = Protein
2952793 = H2O
2949146 = 2.7.1.151
2952790 = Pi
2949145 = beta-keto-+galactonate
2952791 = 3.4.-.-
c_oleoyl-oleoyl-glycerol+%2818%3A1%2F18%3A1%29+%5B2%5D* = oleoyl-oleoyl-glycerol+%2818%3A1%2F18%3A1%29+%5B2%5D*
c_sulfate+of+piperine+metabolite+C18H21NO3+%283%29* = sulfate+of+piperine+metabolite+C18H21NO3+%283%29*
2949144 = H%2B
2951460 = 1.1.1.31
2949143 = NAD%28P%29H
2949149 = 4.1.1.53
2949147 = inositol-1%2C4%2C5%2C6-+tetrakisphosphate
2950128 = Amino+acid
2951459 = PLP
2950127 = Gamma-glutamyl+Amino+Acid
2951458 = H%2B
2952789 = ATP
2950124 = H%2B
2952787 = GABA
2952788 = ADP
2951457 = anthranilate
2952785 = homocarnosine
2950125 = 2.3.2.2
2951456 = H2O
2949131 = 1.13.11.52
2950120 = H2O
2951451 = cGMP
2949130 = inositol+1%2C3-bisphosphate
2951450 = PPi
2952784 = 6.3.2.11
2951453 = 3.7.1.3
2952781 = fucose
2950121 = Mg2%2B
2951452 = GTP
2952782 = ATP
2949135 = 1.14.99.10
c_N-acetylglutamate = N-acetylglutamate
2952780 = ADP
2949133 = O2
2949132 = 6-hydroxymelatonin
2949139 = O2
2949138 = H2O
2949136 = corticosterone
p_Fatty+Acid%2C+Monohydroxy = Fatty+Acid%2C+Monohydroxy
2782098 = H2O
2782099 = 24%28S%29-hydroxycholesterol
2782096 = H%2B
2782097 = FAD
2782094 = 25-hydroxycholesterol
2782095 = 1.14.13.98
2782092 = H2O
c_ferulic+acid+4-sulfate = ferulic+acid+4-sulfate
2782093 = H%2B
2782090 = NADP%2B
2782091 = NADPH
2782089 = 7-a%2C25-dihydroxycholesterol
2782087 = 1.14.13.100
2782088 = O2
2782085 = +
2782086 = +
2782083 = +
2782084 = 1.14.13.15
2782081 = 1.14.13.15
2782082 = +
c_salicylate = salicylate
2782080 = NADPH
c_thioproline = thioproline
2782078 = O2
2782079 = 7a-hydroxy-cholestene-3-one
2782076 = H2O
2782077 = NADP%2B
2782074 = 4-cholesten-2alpha%2C+12alpha-diol-3-one
2782075 = H%2B
2782072 = Fatty+Acid+Metabolism
2782073 = 1.14.13.96
c_erucate+%2822%3A1n9%29 = erucate+%2822%3A1n9%29
p_Vitamin+A+Metabolism = Vitamin+A+Metabolism
2782069 = Ketone+Bodies
c_glutarate+%28C5-DC%29 = glutarate+%28C5-DC%29
c_octadecanedioate+%28C18-DC%29 = octadecanedioate+%28C18-DC%29
2782066 = TCA+Cycle
2782063 = BETA-OXIDATION
2782060 = H2O
2782059 = 4.2.1.17
2782056 = H%2B
2782057 = NAD%2B
2782055 = NADH
2782053 = 1.1.1.211
2782050 = acetyl+CoA
2782051 = CoA
2782049 = 2.3.1.9
c_daidzein+sulfate+%282%29 = daidzein+sulfate+%282%29
2782047 = CoA
c_docosapentaenoylcarnitine+%28C22%3A5n3%29* = docosapentaenoylcarnitine+%28C22%3A5n3%29*
2782048 = Short-chain+acylglycine
2782046 = glycine
2782043 = H%2B
2782044 = 2.3.1.13
2782041 = NADH
2782042 = NAD%2B
c_Unknown+-+15245 = Unknown+-+15245
c_Unknown+-+16576 = Unknown+-+16576
2952718 = 2.1.1.8
p_Polypeptide = Polypeptide
2952716 = ATP
2952717 = Mg2%2B
2782038 = 1.1.1.35
2952714 = ADP
2782036 = CoA
2952712 = H%2B
2782037 = carnitine
2784698 = 1.14.13.n7
2784697 = H2O
2952710 = NADP%2B
2782035 = Short-chain+acylcarnitine
2784696 = O2
2952711 = 2.7.1.43
2782032 = ATP
2784695 = H2O2
c_Unknown+-+16570 = Unknown+-+16570
2782033 = 2.3.1.137
2784694 = NH3
c_1-stearoyl-2-dihomo-linolenoyl-GPE+%2818%3A0%2F20%3A3n3+or+6%29* = 1-stearoyl-2-dihomo-linolenoyl-GPE+%2818%3A0%2F20%3A3n3+or+6%29*
2782030 = PPi
2782031 = ADP
2784692 = methylglyoxal
2784691 = monamine+oxidase+%2F+primary+amine+oxidase
2784690 = aminoacetone
2952709 = O2
2782029 = CoA
2952705 = H%2B
2952706 = H2O
c_Unknown+-+16580 = Unknown+-+16580
2952703 = 1.14.14.1
c_5-methylthioadenosine+%28MTA%29 = 5-methylthioadenosine+%28MTA%29
2784689 = 2-amino-3-oxobutanoate
2952704 = NADPH
2782025 = sc+trans+d2+enoyl-CoA
2784688 = SPON
2782026 = 6.2.1.3
2784687 = H%2B
2952702 = 4a-carboxy-4b-methyl-+5a-cholesta-8%2C24-dien-3b-ol
2782023 = FADH2
2784686 = NAD%2B
2782024 = FAD
2784685 = NADH
2952700 = H2O
2782021 = 1.3.8.1
2784684 = 3-hydroxybutyrate+%28BHBA%29
2784682 = 1.1.1.30
2784681 = H2O
2784680 = H%2B
2783229 = ADP
2934992 = alpha-KG
2783226 = bicarbonate
2934993 = Mn2%2B
2783225 = 6.4.1.2
2934990 = 4-hydroxy-+2-oxoglutarate
2783224 = malonyl+CoA
2934991 = glutamate
2783222 = CoA
2934997 = ATP
2783221 = CO2
2934994 = erythro-+4-hydroxyglutamate
2934995 = 2.7.1.165
p_Acetylated+Peptides = Acetylated+Peptides
2934998 = H%2B
2934999 = ADP
c_N1-Methyl-2-pyridone-5-carboxamide = N1-Methyl-2-pyridone-5-carboxamide
p_Histidine+Metabolism = Histidine+Metabolism
c_galactonate = galactonate
c_isoursodeoxycholate = isoursodeoxycholate
2783217 = E2%2FE5
2934981 = NAD%2B
2783215 = O2
2934982 = beta-hydroxypyruvate
2783214 = Fe2%2B
2783213 = H2O
2934980 = NADH
2783212 = H%2B
c_succinimide = succinimide
2934986 = Donor-H2
2783210 = 1.14.19.1
2934984 = 1.1.99.1
2934989 = 2.6.1.23
2934988 = Acceptor
2783209 = 18%3A3n3
c_8-hydroxyoctanoate = 8-hydroxyoctanoate
2783208 = red+e-+acceptor
2783206 = ox+e-+acceptor
c_1-dihomo-linolenoyl-GPC+%2820%3A3n3+or+6%29* = 1-dihomo-linolenoyl-GPC+%2820%3A3n3+or+6%29*
2783205 = 18%3A2n6
2783203 = O2
2783202 = 1.14.19.3
2783201 = H2O
c_beta-citrylglutamate = beta-citrylglutamate
c_N-acetylalanine = N-acetylalanine
c_glycosyl-N-behenoyl-sphingadienine+%28d18%3A2%2F22%3A0%29* = glycosyl-N-behenoyl-sphingadienine+%28d18%3A2%2F22%3A0%29*
c_tryptophan+betaine = tryptophan+betaine
c_palmitoleoyl-linoleoyl-glycerol+%2816%3A1%2F18%3A2%29+%5B1%5D* = palmitoleoyl-linoleoyl-glycerol+%2816%3A1%2F18%3A2%29+%5B1%5D*
c_caffeine = caffeine
c_1-arachidoyl-2-arachidonoyl-GPC+%2820%3A0%2F20%3A4%29* = 1-arachidoyl-2-arachidonoyl-GPC+%2820%3A0%2F20%3A4%29*
c_1-linoleoyl-2-eicosapentaenoyl-GPC+%2818%3A2%2F20%3A5%29* = 1-linoleoyl-2-eicosapentaenoyl-GPC+%2818%3A2%2F20%3A5%29*
c_glycodeoxycholate+sulfate = glycodeoxycholate+sulfate
c_docosapentaenoate+%28n3+DPA%3B+22%3A5n3%29 = docosapentaenoate+%28n3+DPA%3B+22%3A5n3%29
2949171 = FAD
2950157 = proline
2951488 = 3-b-HSD+%2F+SDI
2949170 = TPP
2950159 = H%2B
2950158 = e-+donor
2951489 = NAD%2B
2934912 = FAD
2949164 = methylglyoxal
2950153 = H%2B
2951484 = H2O
2949163 = 1.1.1.21
2950152 = NADP%2B
2951483 = 3.5.1.109
2934910 = H2O
2949162 = +
2950155 = 1.5.99.8
2934911 = formaldehyde
2949161 = +
2934916 = O2
2949168 = Microbiome
2951480 = gamma-glutamyl+Amino+Acid
2934917 = 1.1.3.15
2949167 = NADPH
2934914 = glycine
2949166 = NADP%2B
2950151 = FAD
2934915 = tetrahydrofolate
2949165 = acetol
2950150 = H2O
2949169 = Mg2%2B
c_4-acetamidobutanoate = 4-acetamidobutanoate
c_1-stearyl-GPC+%28O-18%3A0%29* = 1-stearyl-GPC+%28O-18%3A0%29*
2950149 = O2
c_4-vinylphenol+sulfate = 4-vinylphenol+sulfate
2949160 = 1.14.13.15
2950146 = 1.14.13.9
2950145 = succinyl+CoA
2950148 = NADPH
2951479 = Amino+acid
2951478 = 2.3.2.2
2934901 = NADH
2950142 = succinate
2951473 = adenosine
2934902 = glyceraldehyde
2949152 = PLP
2950141 = 2.8.3.5
2949151 = CO2
2950144 = 3-hydroxy-3-methylglutarate
2951475 = 2.7.4.68
2934900 = H%2B
2949150 = H%2B
2951474 = H2O
c_3-hydroxysebacate = 3-hydroxysebacate
2934905 = glycolate+%28hydroxyacetate%29
2949157 = UDP-+glucuronate
2934906 = glyoxylate
2949156 = androsterone+glucuronide
2934903 = glycerate
2949155 = 2.4.1.17
2950140 = protoporphyrinogen+IX
2951471 = Pi
2934904 = 1.1.1.79
2949154 = 2-phenylethylamine
2951470 = nucleotidase
2934909 = 1.5.8.3
2934907 = NADPH
2934908 = NADP%2B
2949158 = UDP
2934930 = %28R%29-lipoate
2950179 = H2O
2934931 = NAD%2B
2949192 = NADH
2950178 = ADP
2949191 = 1.1.1.50
2949190 = ATP
2934934 = FAD
2949186 = 2.7.4.6
2950175 = Pi
2934935 = NADH
2949185 = O2
2934932 = CoA
2949184 = dehydro+epiandrosterone
2950177 = ATP
c_5alpha-pregnan-3beta%2C20alpha-diol+monosulfate+%282%29 = 5alpha-pregnan-3beta%2C20alpha-diol+monosulfate+%282%29
2934933 = alpha-ketobutyrate
2949183 = H2O
2950176 = 6.3.5.3
c_Unknown+-+23585 = Unknown+-+23585
2934938 = %28S%29-methylmalonyl-CoA
2950171 = ADP
2934939 = Co2%2B
2949189 = ADP
2950170 = 6.4.1.4
c_palmitoyl-oleoyl-glycerol+%2816%3A0%2F18%3A1%29+%5B2%5D* = palmitoyl-oleoyl-glycerol+%2816%3A0%2F18%3A1%29+%5B2%5D*
c_Unknown+-+23587 = Unknown+-+23587
